Entity,Code,Day,people_in_hospital
Northern Ireland,,2021-02-11,558
Northern Ireland,,2021-02-12,526
Northern Ireland,,2021-02-13,525
Northern Ireland,,2021-02-14,530
Northern Ireland,,2021-02-15,524
Northern Ireland,,2021-02-16,493
Northern Ireland,,2021-02-17,475
Northern Ireland,,2021-02-18,463
Northern Ireland,,2021-02-19,449
Northern Ireland,,2021-02-20,450
Northern Ireland,,2021-02-21,446
Northern Ireland,,2021-02-22,428
Northern Ireland,,2021-02-23,412
Northern Ireland,,2021-02-24,390
Northern Ireland,,2021-02-25,376
Northern Ireland,,2021-02-26,349
Northern Ireland,,2021-02-27,346
Northern Ireland,,2021-02-28,342
Northern Ireland,,2021-03-01,334
Northern Ireland,,2021-03-02,310
Northern Ireland,,2021-03-03,288
Northern Ireland,,2021-03-04,277
Northern Ireland,,2021-03-05,259
Northern Ireland,,2021-03-06,258
Northern Ireland,,2021-03-07,261
Northern Ireland,,2021-03-08,261
Northern Ireland,,2021-03-09,244
Northern Ireland,,2021-03-10,221
Northern Ireland,,2021-03-11,220
Northern Ireland,,2021-03-12,214
Northern Ireland,,2021-03-13,219
Northern Ireland,,2021-03-14,216
Northern Ireland,,2021-03-15,208
Northern Ireland,,2021-03-16,203
Northern Ireland,,2021-03-17,209
Northern Ireland,,2021-03-18,203
Northern Ireland,,2021-03-19,197
Northern Ireland,,2021-03-20,196
Northern Ireland,,2021-03-21,197
Northern Ireland,,2021-03-22,183
Northern Ireland,,2021-03-23,182
Northern Ireland,,2021-03-24,181
Northern Ireland,,2021-03-25,166
Northern Ireland,,2021-03-26,155
Northern Ireland,,2021-03-27,157
Northern Ireland,,2021-03-28,161
Northern Ireland,,2021-03-29,152
Northern Ireland,,2021-03-30,137
Northern Ireland,,2021-03-31,131
Northern Ireland,,2021-04-01,133
Northern Ireland,,2021-04-02,128
Northern Ireland,,2021-04-03,123
Northern Ireland,,2021-04-04,122
Northern Ireland,,2021-04-05,116
Northern Ireland,,2021-04-06,116
Northern Ireland,,2021-04-07,116
Northern Ireland,,2021-04-08,109
Northern Ireland,,2021-04-09,96
Northern Ireland,,2021-04-10,98
Northern Ireland,,2021-04-11,96
Northern Ireland,,2021-04-12,88
Northern Ireland,,2021-04-13,85
Northern Ireland,,2021-04-14,80
Northern Ireland,,2021-04-15,78
Northern Ireland,,2021-04-16,81
Northern Ireland,,2021-04-17,80
Northern Ireland,,2021-04-18,79
Northern Ireland,,2021-04-19,74
Northern Ireland,,2021-04-20,70
Northern Ireland,,2021-04-21,76
Northern Ireland,,2021-04-22,74
Northern Ireland,,2021-04-23,75
Northern Ireland,,2021-04-24,75
Northern Ireland,,2021-04-25,79
Northern Ireland,,2021-04-26,77
Northern Ireland,,2021-04-27,79
Northern Ireland,,2021-04-28,79
Northern Ireland,,2021-04-29,73
Northern Ireland,,2021-04-30,76
Northern Ireland,,2021-05-01,78
Northern Ireland,,2021-05-02,75
Northern Ireland,,2021-05-03,80
Northern Ireland,,2021-05-04,78
Northern Ireland,,2021-05-05,74
Northern Ireland,,2021-05-06,69
Northern Ireland,,2021-05-07,62
Northern Ireland,,2021-05-08,63
Northern Ireland,,2021-05-09,67
Northern Ireland,,2021-05-10,64
Northern Ireland,,2021-05-11,59
Northern Ireland,,2021-05-12,54
Northern Ireland,,2021-05-13,49
Northern Ireland,,2021-05-14,46
Northern Ireland,,2021-05-15,45
Northern Ireland,,2021-05-16,41
Northern Ireland,,2021-05-17,42
Northern Ireland,,2021-05-18,41
Northern Ireland,,2021-05-19,42
Northern Ireland,,2021-05-20,38
Northern Ireland,,2021-05-21,36
Northern Ireland,,2021-05-22,38
Northern Ireland,,2021-05-23,37
Northern Ireland,,2021-05-24,35
Northern Ireland,,2021-05-25,33
Northern Ireland,,2021-05-26,32
Northern Ireland,,2021-05-27,30
Northern Ireland,,2021-05-28,32
Northern Ireland,,2021-05-29,33
Northern Ireland,,2021-05-30,31
Northern Ireland,,2021-05-31,27
Northern Ireland,,2021-06-01,28
Northern Ireland,,2021-06-02,24
Northern Ireland,,2021-06-03,25
Northern Ireland,,2021-06-04,22
Northern Ireland,,2021-06-05,23
Northern Ireland,,2021-06-06,23
Northern Ireland,,2021-06-07,26
Northern Ireland,,2021-06-08,27
Northern Ireland,,2021-06-09,25
Northern Ireland,,2021-06-10,24
Northern Ireland,,2021-06-11,24
Northern Ireland,,2021-06-12,22
Northern Ireland,,2021-06-13,20
Northern Ireland,,2021-06-14,20
Northern Ireland,,2021-06-15,22
Northern Ireland,,2021-06-16,23
Northern Ireland,,2021-06-17,23
Northern Ireland,,2021-06-18,23
Northern Ireland,,2021-06-19,22
Northern Ireland,,2021-06-20,22
Northern Ireland,,2021-06-21,24
Northern Ireland,,2021-06-22,27
Northern Ireland,,2021-06-23,30
Northern Ireland,,2021-06-24,29
Northern Ireland,,2021-06-25,29
Northern Ireland,,2021-06-26,33
Northern Ireland,,2021-06-27,38
Northern Ireland,,2021-06-28,42
Northern Ireland,,2021-06-29,47
Northern Ireland,,2021-06-30,53
Northern Ireland,,2021-07-01,58
Northern Ireland,,2021-07-02,68
Northern Ireland,,2021-07-03,70
Northern Ireland,,2021-07-04,75
Northern Ireland,,2021-07-05,78
Northern Ireland,,2021-07-06,84
Northern Ireland,,2021-07-07,93
Northern Ireland,,2021-07-08,97
Northern Ireland,,2021-07-09,95
Northern Ireland,,2021-07-10,105
Northern Ireland,,2021-07-11,111
Northern Ireland,,2021-07-12,124
Northern Ireland,,2021-07-13,130
Northern Ireland,,2021-07-14,151
Northern Ireland,,2021-07-15,166
Northern Ireland,,2021-07-16,167
Northern Ireland,,2021-07-17,180
Northern Ireland,,2021-07-18,198
Northern Ireland,,2021-07-19,202
Northern Ireland,,2021-07-20,216
Northern Ireland,,2021-07-21,231
Northern Ireland,,2021-07-22,264
Northern Ireland,,2021-07-23,280
Northern Ireland,,2021-07-24,291
Northern Ireland,,2021-07-25,315
Northern Ireland,,2021-07-26,329
Northern Ireland,,2021-07-27,320
Northern Ireland,,2021-07-28,307
Northern Ireland,,2021-07-29,302
Northern Ireland,,2021-07-30,306
Northern Ireland,,2021-07-31,313
Northern Ireland,,2021-08-01,323
Northern Ireland,,2021-08-02,340
Northern Ireland,,2021-08-03,336
Northern Ireland,,2021-08-04,332
Northern Ireland,,2021-08-05,350
Northern Ireland,,2021-08-06,373
Northern Ireland,,2021-08-07,396
Northern Ireland,,2021-08-08,420
Northern Ireland,,2021-08-09,420
Northern Ireland,,2021-08-10,429
Northern Ireland,,2021-08-11,437
Northern Ireland,,2021-08-12,443
Northern Ireland,,2021-08-13,425
Northern Ireland,,2021-08-14,441
Northern Ireland,,2021-08-15,460
Northern Ireland,,2021-08-16,473
Northern Ireland,,2021-08-17,480
Northern Ireland,,2021-08-18,465
Northern Ireland,,2021-08-19,456
Northern Ireland,,2021-08-20,440
Northern Ireland,,2021-08-21,449
Northern Ireland,,2021-08-22,466
Northern Ireland,,2021-08-23,458
Northern Ireland,,2021-08-24,470
Northern Ireland,,2021-08-25,456
Northern Ireland,,2021-08-26,472
Northern Ireland,,2021-08-27,474
Northern Ireland,,2021-08-28,474
Northern Ireland,,2021-08-29,484
Northern Ireland,,2021-08-30,499
Northern Ireland,,2021-08-31,497
Northern Ireland,,2021-09-01,503
Northern Ireland,,2021-09-02,489
Northern Ireland,,2021-09-03,491
Northern Ireland,,2021-09-04,503
Northern Ireland,,2021-09-05,515
Northern Ireland,,2021-09-06,521
Northern Ireland,,2021-09-07,527
Northern Ireland,,2021-09-08,523
Northern Ireland,,2021-09-09,517
Northern Ireland,,2021-09-10,489
Northern Ireland,,2021-09-11,497
Northern Ireland,,2021-09-12,501
Northern Ireland,,2021-09-13,505
Northern Ireland,,2021-09-14,486
Northern Ireland,,2021-09-15,492
Northern Ireland,,2021-09-16,474
Northern Ireland,,2021-09-17,457
Northern Ireland,,2021-09-18,461
Northern Ireland,,2021-09-19,471
Northern Ireland,,2021-09-20,463
Northern Ireland,,2021-09-21,467
Northern Ireland,,2021-09-22,452
Northern Ireland,,2021-09-23,429
Northern Ireland,,2021-09-24,413
Northern Ireland,,2021-09-25,421
Northern Ireland,,2021-09-26,430
Northern Ireland,,2021-09-27,429
Northern Ireland,,2021-09-28,421
Northern Ireland,,2021-09-29,419
Northern Ireland,,2021-09-30,415
Northern Ireland,,2021-10-01,403
Northern Ireland,,2021-10-02,407
Northern Ireland,,2021-10-03,419
Northern Ireland,,2021-10-04,421
Northern Ireland,,2021-10-05,424
Northern Ireland,,2021-10-06,425
Northern Ireland,,2021-10-07,429
Northern Ireland,,2021-10-08,417
Northern Ireland,,2021-10-09,430
Northern Ireland,,2021-10-10,438
Northern Ireland,,2021-10-11,445
Northern Ireland,,2021-10-12,444
Northern Ireland,,2021-10-13,443
Northern Ireland,,2021-10-14,442
Northern Ireland,,2021-10-15,441
Northern Ireland,,2021-10-16,440
Northern Ireland,,2021-10-17,462
Northern Ireland,,2021-10-18,472
Northern Ireland,,2021-10-19,468
Northern Ireland,,2021-10-20,476
Northern Ireland,,2021-10-21,475
Northern Ireland,,2021-10-22,454
Northern Ireland,,2021-10-23,459
Northern Ireland,,2021-10-24,480
Northern Ireland,,2021-10-25,488
Northern Ireland,,2021-10-26,481
Northern Ireland,,2021-10-27,478
Northern Ireland,,2021-10-28,483
Northern Ireland,,2021-10-29,485
Northern Ireland,,2021-10-30,504
Northern Ireland,,2021-10-31,515
Northern Ireland,,2021-11-01,507
Northern Ireland,,2021-11-02,502
Northern Ireland,,2021-11-03,491
Northern Ireland,,2021-11-04,493
Northern Ireland,,2021-11-05,494
Northern Ireland,,2021-11-06,491
Northern Ireland,,2021-11-07,498
Northern Ireland,,2021-11-08,488
Northern Ireland,,2021-11-09,487
Northern Ireland,,2021-11-10,488
Northern Ireland,,2021-11-11,472
Northern Ireland,,2021-11-12,473
Northern Ireland,,2021-11-13,490
Northern Ireland,,2021-11-14,498
Northern Ireland,,2021-11-15,477
Northern Ireland,,2021-11-16,461
Northern Ireland,,2021-11-17,452
Northern Ireland,,2021-11-18,436
Northern Ireland,,2021-11-19,422
Northern Ireland,,2021-11-20,418
Northern Ireland,,2021-11-21,427
Northern Ireland,,2021-11-22,416
Northern Ireland,,2021-11-23,405
Northern Ireland,,2021-11-24,395
Scotland,,2020-03-27,404
Scotland,,2020-03-28,511
Scotland,,2020-03-29,565
Scotland,,2020-03-30,627
Scotland,,2020-03-31,752
Scotland,,2020-04-01,815
Scotland,,2020-04-02,910
Scotland,,2020-04-03,1037
Scotland,,2020-04-04,1107
Scotland,,2020-04-05,1204
Scotland,,2020-04-06,1262
Scotland,,2020-04-07,1328
Scotland,,2020-04-08,1415
Scotland,,2020-04-09,1440
Scotland,,2020-04-10,1461
Scotland,,2020-04-11,1467
Scotland,,2020-04-12,1487
Scotland,,2020-04-13,1482
Scotland,,2020-04-14,1514
Scotland,,2020-04-15,1486
Scotland,,2020-04-16,1479
Scotland,,2020-04-17,1487
Scotland,,2020-04-18,1501
Scotland,,2020-04-19,1520
Scotland,,2020-04-20,1520
Scotland,,2020-04-21,1472
Scotland,,2020-04-22,1432
Scotland,,2020-04-23,1423
Scotland,,2020-04-24,1383
Scotland,,2020-04-25,1385
Scotland,,2020-04-26,1382
Scotland,,2020-04-27,1387
Scotland,,2020-04-28,1359
Scotland,,2020-04-29,1363
Scotland,,2020-04-30,1324
Scotland,,2020-05-01,1302
Scotland,,2020-05-02,1277
Scotland,,2020-05-03,1266
Scotland,,2020-05-04,1279
Scotland,,2020-05-05,1225
Scotland,,2020-05-06,1204
Scotland,,2020-05-07,1199
Scotland,,2020-05-08,1168
Scotland,,2020-05-09,1159
Scotland,,2020-05-10,1132
Scotland,,2020-05-11,1145
Scotland,,2020-05-12,1131
Scotland,,2020-05-13,1101
Scotland,,2020-05-14,1100
Scotland,,2020-05-15,1066
Scotland,,2020-05-16,1011
Scotland,,2020-05-17,1007
Scotland,,2020-05-18,1005
Scotland,,2020-05-19,969
Scotland,,2020-05-20,943
Scotland,,2020-05-21,909
Scotland,,2020-05-22,874
Scotland,,2020-05-23,841
Scotland,,2020-05-24,845
Scotland,,2020-05-25,849
Scotland,,2020-05-26,833
Scotland,,2020-05-27,810
Scotland,,2020-05-28,797
Scotland,,2020-05-29,769
Scotland,,2020-05-30,736
Scotland,,2020-05-31,733
Scotland,,2020-06-01,736
Scotland,,2020-06-02,714
Scotland,,2020-06-03,708
Scotland,,2020-06-04,691
Scotland,,2020-06-05,682
Scotland,,2020-06-06,652
Scotland,,2020-06-07,652
Scotland,,2020-06-08,660
Scotland,,2020-06-09,647
Scotland,,2020-06-10,628
Scotland,,2020-06-11,610
Scotland,,2020-06-12,590
Scotland,,2020-06-13,582
Scotland,,2020-06-14,575
Scotland,,2020-06-15,578
Scotland,,2020-06-16,567
Scotland,,2020-06-17,552
Scotland,,2020-06-18,544
Scotland,,2020-06-19,518
Scotland,,2020-06-20,511
Scotland,,2020-06-21,518
Scotland,,2020-06-22,515
Scotland,,2020-06-23,512
Scotland,,2020-06-24,489
Scotland,,2020-06-25,472
Scotland,,2020-06-26,467
Scotland,,2020-06-27,456
Scotland,,2020-06-28,453
Scotland,,2020-06-29,453
Scotland,,2020-06-30,450
Scotland,,2020-07-01,439
Scotland,,2020-07-02,432
Scotland,,2020-07-03,422
Scotland,,2020-07-04,430
Scotland,,2020-07-05,424
Scotland,,2020-07-06,384
Scotland,,2020-07-07,376
Scotland,,2020-07-08,358
Scotland,,2020-07-09,342
Scotland,,2020-07-10,337
Scotland,,2020-07-11,323
Scotland,,2020-07-12,330
Scotland,,2020-07-13,335
Scotland,,2020-07-14,327
Scotland,,2020-07-15,329
Scotland,,2020-07-16,320
Scotland,,2020-07-17,316
Scotland,,2020-07-18,305
Scotland,,2020-07-19,302
Scotland,,2020-07-20,299
Scotland,,2020-07-21,303
Scotland,,2020-07-22,295
Scotland,,2020-07-23,287
Scotland,,2020-07-24,278
Scotland,,2020-07-25,270
Scotland,,2020-07-26,267
Scotland,,2020-07-27,270
Scotland,,2020-07-28,264
Scotland,,2020-07-29,260
Scotland,,2020-07-30,260
Scotland,,2020-07-31,255
Scotland,,2020-08-01,260
Scotland,,2020-08-02,265
Scotland,,2020-08-03,265
Scotland,,2020-08-04,270
Scotland,,2020-08-05,267
Scotland,,2020-08-06,270
Scotland,,2020-08-07,262
Scotland,,2020-08-08,261
Scotland,,2020-08-09,261
Scotland,,2020-08-10,267
Scotland,,2020-08-11,269
Scotland,,2020-08-12,265
Scotland,,2020-08-13,258
Scotland,,2020-08-14,253
Scotland,,2020-08-15,244
Scotland,,2020-08-16,243
Scotland,,2020-08-17,248
Scotland,,2020-08-18,254
Scotland,,2020-08-19,247
Scotland,,2020-08-20,248
Scotland,,2020-08-21,253
Scotland,,2020-08-22,246
Scotland,,2020-08-23,245
Scotland,,2020-08-24,248
Scotland,,2020-08-25,243
Scotland,,2020-08-26,249
Scotland,,2020-08-27,257
Scotland,,2020-08-28,255
Scotland,,2020-08-29,258
Scotland,,2020-08-30,251
Scotland,,2020-08-31,258
Scotland,,2020-09-01,264
Scotland,,2020-09-02,258
Scotland,,2020-09-03,259
Scotland,,2020-09-04,258
Scotland,,2020-09-05,251
Scotland,,2020-09-06,244
Scotland,,2020-09-07,256
Scotland,,2020-09-08,267
Scotland,,2020-09-09,274
Scotland,,2020-09-10,266
Scotland,,2020-09-11,45
Scotland,,2020-09-12,42
Scotland,,2020-09-13,45
Scotland,,2020-09-14,51
Scotland,,2020-09-15,48
Scotland,,2020-09-16,51
Scotland,,2020-09-17,52
Scotland,,2020-09-18,61
Scotland,,2020-09-19,64
Scotland,,2020-09-20,63
Scotland,,2020-09-21,73
Scotland,,2020-09-22,73
Scotland,,2020-09-23,83
Scotland,,2020-09-24,85
Scotland,,2020-09-25,89
Scotland,,2020-09-26,99
Scotland,,2020-09-27,105
Scotland,,2020-09-28,122
Scotland,,2020-09-29,123
Scotland,,2020-09-30,137
Scotland,,2020-10-01,154
Scotland,,2020-10-02,175
Scotland,,2020-10-03,191
Scotland,,2020-10-04,210
Scotland,,2020-10-05,218
Scotland,,2020-10-06,262
Scotland,,2020-10-07,319
Scotland,,2020-10-08,377
Scotland,,2020-10-09,397
Scotland,,2020-10-10,432
Scotland,,2020-10-11,449
Scotland,,2020-10-12,487
Scotland,,2020-10-13,527
Scotland,,2020-10-14,570
Scotland,,2020-10-15,601
Scotland,,2020-10-16,627
Scotland,,2020-10-17,672
Scotland,,2020-10-18,712
Scotland,,2020-10-19,755
Scotland,,2020-10-20,824
Scotland,,2020-10-21,873
Scotland,,2020-10-22,934
Scotland,,2020-10-23,975
Scotland,,2020-10-24,985
Scotland,,2020-10-25,1016
Scotland,,2020-10-26,1052
Scotland,,2020-10-27,1100
Scotland,,2020-10-28,1117
Scotland,,2020-10-29,1152
Scotland,,2020-10-30,1171
Scotland,,2020-10-31,1154
Scotland,,2020-11-01,1203
Scotland,,2020-11-02,1235
Scotland,,2020-11-03,1264
Scotland,,2020-11-04,1257
Scotland,,2020-11-05,1252
Scotland,,2020-11-06,1237
Scotland,,2020-11-07,1245
Scotland,,2020-11-08,1245
Scotland,,2020-11-09,1227
Scotland,,2020-11-10,1239
Scotland,,2020-11-11,1235
Scotland,,2020-11-12,1207
Scotland,,2020-11-13,1228
Scotland,,2020-11-14,1198
Scotland,,2020-11-15,1241
Scotland,,2020-11-16,1227
Scotland,,2020-11-17,1250
Scotland,,2020-11-18,1241
Scotland,,2020-11-19,1212
Scotland,,2020-11-20,1234
Scotland,,2020-11-21,1194
Scotland,,2020-11-22,1170
Scotland,,2020-11-23,1208
Scotland,,2020-11-24,1197
Scotland,,2020-11-25,1156
Scotland,,2020-11-26,1125
Scotland,,2020-11-27,1099
